population_size,sex,age,ethnicity,pa_id
9488,0,0,0,7
1240,0,1,0,7
1103,0,2,0,7
3283,0,3,0,7
3429,0,4,0,7
3454,0,5,0,7
3688,0,6,0,7
3786,0,7,0,7
3814,0,8,0,7
3184,0,9,0,7
2596,0,10,0,7
2728,0,11,0,7
2016,0,12,0,7
1646,0,13,0,7
1152,0,14,0,7
797,0,15,0,7
571,0,16,0,7
9070,1,0,0,7
1185,1,1,0,7
1050,1,2,0,7
2998,1,3,0,7
3417,1,4,0,7
3501,1,5,0,7
3696,1,6,0,7
3761,1,7,0,7
3868,1,8,0,7
3069,1,9,0,7
2669,1,10,0,7
2730,1,11,0,7
2256,1,12,0,7
1734,1,13,0,7
1369,1,14,0,7
1135,1,15,0,7
1267,1,16,0,7
498,0,0,3,7
64,0,1,3,7
70,0,2,3,7
107,0,3,3,7
74,0,4,3,7
105,0,5,3,7
76,0,6,3,7
75,0,7,3,7
49,0,8,3,7
40,0,9,3,7
18,0,10,3,7
16,0,11,3,7
16,0,12,3,7
16,0,13,3,7
1,0,14,3,7
6,0,15,3,7
1,0,16,3,7
480,1,0,3,7
55,1,1,3,7
32,1,2,3,7
94,1,3,3,7
81,1,4,3,7
76,1,5,3,7
83,1,6,3,7
59,1,7,3,7
46,1,8,3,7
22,1,9,3,7
11,1,10,3,7
18,1,11,3,7
14,1,12,3,7
12,1,13,3,7
10,1,14,3,7
4,1,15,3,7
2,1,16,3,7
1168,0,0,1,7
195,0,1,1,7
159,0,2,1,7
481,0,3,1,7
404,0,4,1,7
468,0,5,1,7
440,0,6,1,7
485,0,7,1,7
412,0,8,1,7
274,0,9,1,7
154,0,10,1,7
185,0,11,1,7
178,0,12,1,7
107,0,13,1,7
47,0,14,1,7
20,0,15,1,7
4,0,16,1,7
1071,1,0,1,7
202,1,1,1,7
182,1,2,1,7
483,1,3,1,7
486,1,4,1,7
499,1,5,1,7
552,1,6,1,7
474,1,7,1,7
335,1,8,1,7
236,1,9,1,7
199,1,10,1,7
174,1,11,1,7
108,1,12,1,7
70,1,13,1,7
36,1,14,1,7
18,1,15,1,7
11,1,16,1,7
242,0,0,2,7
21,0,1,2,7
25,0,2,2,7
76,0,3,2,7
148,0,4,2,7
181,0,5,2,7
114,0,6,2,7
83,0,7,2,7
67,0,8,2,7
42,0,9,2,7
16,0,10,2,7
14,0,11,2,7
10,0,12,2,7
14,0,13,2,7
5,0,14,2,7
1,0,15,2,7
1,0,16,2,7
236,1,0,2,7
15,1,1,2,7
19,1,2,2,7
59,1,3,2,7
120,1,4,2,7
150,1,5,2,7
102,1,6,2,7
72,1,7,2,7
72,1,8,2,7
44,1,9,2,7
19,1,10,2,7
24,1,11,2,7
11,1,12,2,7
11,1,13,2,7
7,1,14,2,7
1,1,15,2,7
3,1,16,2,7
60,0,0,4,7
13,0,1,4,7
8,0,2,4,7
38,0,3,4,7
36,0,4,4,7
53,0,5,4,7
49,0,6,4,7
20,0,7,4,7
25,0,8,4,7
13,0,9,4,7
17,0,10,4,7
13,0,11,4,7
11,0,12,4,7
2,0,13,4,7
4,0,14,4,7
2,0,15,4,7
0,0,16,4,7
57,1,0,4,7
10,1,1,4,7
13,1,2,4,7
36,1,3,4,7
35,1,4,4,7
30,1,5,4,7
37,1,6,4,7
26,1,7,4,7
17,1,8,4,7
11,1,9,4,7
9,1,10,4,7
6,1,11,4,7
6,1,12,4,7
4,1,13,4,7
1,1,14,4,7
0,1,15,4,7
1,1,16,4,7
6222,0,0,0,8
931,0,1,0,8
815,0,2,0,8
1887,0,3,0,8
1743,0,4,0,8
1631,0,5,0,8
2047,0,6,0,8
2710,0,7,0,8
2811,0,8,0,8
2427,0,9,0,8
2088,0,10,0,8
2465,0,11,0,8
2222,0,12,0,8
1932,0,13,0,8
1456,0,14,0,8
990,0,15,0,8
644,0,16,0,8
5861,1,0,0,8
869,1,1,0,8
745,1,2,0,8
1691,1,3,0,8
1737,1,4,0,8
1646,1,5,0,8
2150,1,6,0,8
2783,1,7,0,8
2837,1,8,0,8
2546,1,9,0,8
2058,1,10,0,8
2578,1,11,0,8
2561,1,12,0,8
2189,1,13,0,8
1809,1,14,0,8
1374,1,15,0,8
1230,1,16,0,8
241,0,0,3,8
31,0,1,3,8
26,0,2,3,8
62,0,3,3,8
41,0,4,3,8
21,0,5,3,8
31,0,6,3,8
28,0,7,3,8
25,0,8,3,8
23,0,9,3,8
12,0,10,3,8
3,0,11,3,8
5,0,12,3,8
3,0,13,3,8
1,0,14,3,8
4,0,15,3,8
0,0,16,3,8
311,1,0,3,8
40,1,1,3,8
20,1,2,3,8
62,1,3,3,8
36,1,4,3,8
37,1,5,3,8
33,1,6,3,8
31,1,7,3,8
19,1,8,3,8
20,1,9,3,8
9,1,10,3,8
7,1,11,3,8
4,1,12,3,8
3,1,13,3,8
1,1,14,3,8
4,1,15,3,8
1,1,16,3,8
424,0,0,1,8
55,0,1,1,8
34,0,2,1,8
80,0,3,1,8
106,0,4,1,8
171,0,5,1,8
158,0,6,1,8
156,0,7,1,8
103,0,8,1,8
86,0,9,1,8
77,0,10,1,8
48,0,11,1,8
30,0,12,1,8
20,0,13,1,8
12,0,14,1,8
10,0,15,1,8
6,0,16,1,8
349,1,0,1,8
36,1,1,1,8
43,1,2,1,8
90,1,3,1,8
141,1,4,1,8
182,1,5,1,8
153,1,6,1,8
149,1,7,1,8
89,1,8,1,8
89,1,9,1,8
79,1,10,1,8
49,1,11,1,8
32,1,12,1,8
15,1,13,1,8
17,1,14,1,8
10,1,15,1,8
8,1,16,1,8
75,0,0,2,8
17,0,1,2,8
16,0,2,2,8
13,0,3,2,8
31,0,4,2,8
22,0,5,2,8
26,0,6,2,8
48,0,7,2,8
57,0,8,2,8
41,0,9,2,8
19,0,10,2,8
6,0,11,2,8
1,0,12,2,8
3,0,13,2,8
5,0,14,2,8
1,0,15,2,8
1,0,16,2,8
80,1,0,2,8
10,1,1,2,8
11,1,2,2,8
22,1,3,2,8
29,1,4,2,8
27,1,5,2,8
32,1,6,2,8
34,1,7,2,8
50,1,8,2,8
28,1,9,2,8
19,1,10,2,8
5,1,11,2,8
6,1,12,2,8
7,1,13,2,8
4,1,14,2,8
1,1,15,2,8
0,1,16,2,8
27,0,0,4,8
2,0,1,4,8
2,0,2,4,8
7,0,3,4,8
9,0,4,4,8
20,0,5,4,8
10,0,6,4,8
13,0,7,4,8
12,0,8,4,8
6,0,9,4,8
4,0,10,4,8
4,0,11,4,8
4,0,12,4,8
2,0,13,4,8
3,0,14,4,8
2,0,15,4,8
0,0,16,4,8
30,1,0,4,8
3,1,1,4,8
6,1,2,4,8
7,1,3,4,8
8,1,4,4,8
5,1,5,4,8
21,1,6,4,8
5,1,7,4,8
7,1,8,4,8
2,1,9,4,8
8,1,10,4,8
3,1,11,4,8
3,1,12,4,8
3,1,13,4,8
2,1,14,4,8
0,1,15,4,8
0,1,16,4,8
7919,0,0,0,9
1105,0,1,0,9
794,0,2,0,9
1945,0,3,0,9
2194,0,4,0,9
2310,0,5,0,9
2776,0,6,0,9
3129,0,7,0,9
3220,0,8,0,9
2829,0,9,0,9
2474,0,10,0,9
2506,0,11,0,9
1971,0,12,0,9
1620,0,13,0,9
1306,0,14,0,9
978,0,15,0,9
764,0,16,0,9
7435,1,0,0,9
1004,1,1,0,9
730,1,2,0,9
1730,1,3,0,9
2207,1,4,0,9
2483,1,5,0,9
2973,1,6,0,9
3253,1,7,0,9
3473,1,8,0,9
2918,1,9,0,9
2373,1,10,0,9
2619,1,11,0,9
2177,1,12,0,9
1869,1,13,0,9
1629,1,14,0,9
1356,1,15,0,9
1468,1,16,0,9
557,0,0,3,9
38,0,1,3,9
42,0,2,3,9
59,0,3,3,9
55,0,4,3,9
51,0,5,3,9
41,0,6,3,9
40,0,7,3,9
24,0,8,3,9
31,0,9,3,9
11,0,10,3,9
13,0,11,3,9
7,0,12,3,9
5,0,13,3,9
4,0,14,3,9
4,0,15,3,9
2,0,16,3,9
541,1,0,3,9
54,1,1,3,9
29,1,2,3,9
58,1,3,3,9
61,1,4,3,9
43,1,5,3,9
57,1,6,3,9
43,1,7,3,9
55,1,8,3,9
27,1,9,3,9
16,1,10,3,9
4,1,11,3,9
8,1,12,3,9
3,1,13,3,9
2,1,14,3,9
3,1,15,3,9
3,1,16,3,9
735,0,0,1,9
85,0,1,1,9
44,0,2,1,9
86,0,3,1,9
144,0,4,1,9
216,0,5,1,9
255,0,6,1,9
277,0,7,1,9
237,0,8,1,9
153,0,9,1,9
119,0,10,1,9
75,0,11,1,9
52,0,12,1,9
56,0,13,1,9
32,0,14,1,9
10,0,15,1,9
7,0,16,1,9
700,1,0,1,9
79,1,1,1,9
59,1,2,1,9
85,1,3,1,9
170,1,4,1,9
293,1,5,1,9
330,1,6,1,9
317,1,7,1,9
217,1,8,1,9
146,1,9,1,9
103,1,10,1,9
70,1,11,1,9
55,1,12,1,9
47,1,13,1,9
22,1,14,1,9
16,1,15,1,9
9,1,16,1,9
87,0,0,2,9
15,0,1,2,9
11,0,2,2,9
17,0,3,2,9
39,0,4,2,9
31,0,5,2,9
38,0,6,2,9
35,0,7,2,9
65,0,8,2,9
39,0,9,2,9
22,0,10,2,9
7,0,11,2,9
3,0,12,2,9
5,0,13,2,9
6,0,14,2,9
3,0,15,2,9
0,0,16,2,9
107,1,0,2,9
13,1,1,2,9
8,1,2,2,9
15,1,3,2,9
32,1,4,2,9
37,1,5,2,9
49,1,6,2,9
35,1,7,2,9
69,1,8,2,9
26,1,9,2,9
16,1,10,2,9
8,1,11,2,9
6,1,12,2,9
10,1,13,2,9
5,1,14,2,9
3,1,15,2,9
1,1,16,2,9
120,0,0,4,9
14,0,1,4,9
6,0,2,4,9
19,0,3,4,9
28,0,4,4,9
26,0,5,4,9
28,0,6,4,9
35,0,7,4,9
31,0,8,4,9
33,0,9,4,9
29,0,10,4,9
20,0,11,4,9
11,0,12,4,9
3,0,13,4,9
4,0,14,4,9
1,0,15,4,9
3,0,16,4,9
100,1,0,4,9
8,1,1,4,9
9,1,2,4,9
13,1,3,4,9
29,1,4,4,9
29,1,5,4,9
36,1,6,4,9
39,1,7,4,9
30,1,8,4,9
22,1,9,4,9
18,1,10,4,9
10,1,11,4,9
7,1,12,4,9
4,1,13,4,9
4,1,14,4,9
0,1,15,4,9
4,1,16,4,9
7402,0,0,0,11
1086,0,1,0,11
940,0,2,0,11
2350,0,3,0,11
2237,0,4,0,11
2275,0,5,0,11
2812,0,6,0,11
3279,0,7,0,11
3179,0,8,0,11
2869,0,9,0,11
2748,0,10,0,11
3196,0,11,0,11
2473,0,12,0,11
1797,0,13,0,11
1263,0,14,0,11
851,0,15,0,11
647,0,16,0,11
7171,1,0,0,11
1025,1,1,0,11
925,1,2,0,11
2290,1,3,0,11
2462,1,4,0,11
2410,1,5,0,11
2695,1,6,0,11
3213,1,7,0,11
3194,1,8,0,11
2926,1,9,0,11
2813,1,10,0,11
3127,1,11,0,11
2520,1,12,0,11
1818,1,13,0,11
1516,1,14,0,11
1192,1,15,0,11
1372,1,16,0,11
112,0,0,3,11
17,0,1,3,11
10,0,2,3,11
36,0,3,3,11
28,0,4,3,11
14,0,5,3,11
17,0,6,3,11
11,0,7,3,11
26,0,8,3,11
11,0,9,3,11
7,0,10,3,11
2,0,11,3,11
2,0,12,3,11
4,0,13,3,11
3,0,14,3,11
1,0,15,3,11
1,0,16,3,11
97,1,0,3,11
15,1,1,3,11
22,1,2,3,11
20,1,3,3,11
17,1,4,3,11
18,1,5,3,11
15,1,6,3,11
11,1,7,3,11
8,1,8,3,11
6,1,9,3,11
8,1,10,3,11
5,1,11,3,11
3,1,12,3,11
5,1,13,3,11
5,1,14,3,11
1,1,15,3,11
3,1,16,3,11
74,0,0,1,11
7,0,1,1,11
3,0,2,1,11
17,0,3,1,11
18,0,4,1,11
17,0,5,1,11
35,0,6,1,11
35,0,7,1,11
24,0,8,1,11
8,0,9,1,11
15,0,10,1,11
7,0,11,1,11
5,0,12,1,11
5,0,13,1,11
2,0,14,1,11
1,0,15,1,11
0,0,16,1,11
78,1,0,1,11
7,1,1,1,11
6,1,2,1,11
18,1,3,1,11
27,1,4,1,11
25,1,5,1,11
40,1,6,1,11
35,1,7,1,11
24,1,8,1,11
15,1,9,1,11
12,1,10,1,11
10,1,11,1,11
7,1,12,1,11
3,1,13,1,11
0,1,14,1,11
0,1,15,1,11
0,1,16,1,11
11,0,0,2,11
0,0,1,2,11
1,0,2,2,11
3,0,3,2,11
8,0,4,2,11
16,0,5,2,11
3,0,6,2,11
9,0,7,2,11
16,0,8,2,11
9,0,9,2,11
3,0,10,2,11
5,0,11,2,11
2,0,12,2,11
2,0,13,2,11
0,0,14,2,11
0,0,15,2,11
0,0,16,2,11
13,1,0,2,11
0,1,1,2,11
7,1,2,2,11
4,1,3,2,11
5,1,4,2,11
3,1,5,2,11
17,1,6,2,11
6,1,7,2,11
9,1,8,2,11
6,1,9,2,11
3,1,10,2,11
5,1,11,2,11
0,1,12,2,11
2,1,13,2,11
0,1,14,2,11
0,1,15,2,11
0,1,16,2,11
4,0,0,4,11
0,0,1,4,11
0,0,2,4,11
1,0,3,4,11
9,0,4,4,11
10,0,5,4,11
6,0,6,4,11
3,0,7,4,11
7,0,8,4,11
2,0,9,4,11
2,0,10,4,11
1,0,11,4,11
1,0,12,4,11
1,0,13,4,11
0,0,14,4,11
0,0,15,4,11
0,0,16,4,11
2,1,0,4,11
2,1,1,4,11
0,1,2,4,11
4,1,3,4,11
2,1,4,4,11
2,1,5,4,11
2,1,6,4,11
0,1,7,4,11
1,1,8,4,11
1,1,9,4,11
1,1,10,4,11
2,1,11,4,11
0,1,12,4,11
2,1,13,4,11
0,1,14,4,11
0,1,15,4,11
1,1,16,4,11
8827,0,0,0,18
1271,0,1,0,18
956,0,2,0,18
2028,0,3,0,18
1734,0,4,0,18
1808,0,5,0,18
2570,0,6,0,18
3452,0,7,0,18
3799,0,8,0,18
3530,0,9,0,18
3267,0,10,0,18
3921,0,11,0,18
3330,0,12,0,18
2603,0,13,0,18
2158,0,14,0,18
1556,0,15,0,18
1245,0,16,0,18
8315,1,0,0,18
1131,1,1,0,18
922,1,2,0,18
1837,1,3,0,18
1678,1,4,0,18
2148,1,5,0,18
3080,1,6,0,18
3777,1,7,0,18
4283,1,8,0,18
3681,1,9,0,18
3482,1,10,0,18
4152,1,11,0,18
3588,1,12,0,18
2988,1,13,0,18
2409,1,14,0,18
2124,1,15,0,18
2480,1,16,0,18
231,0,0,3,18
25,0,1,3,18
26,0,2,3,18
25,0,3,3,18
19,0,4,3,18
26,0,5,3,18
15,0,6,3,18
26,0,7,3,18
34,0,8,3,18
14,0,9,3,18
11,0,10,3,18
12,0,11,3,18
7,0,12,3,18
10,0,13,3,18
3,0,14,3,18
3,0,15,3,18
2,0,16,3,18
241,1,0,3,18
30,1,1,3,18
12,1,2,3,18
35,1,3,3,18
27,1,4,3,18
24,1,5,3,18
33,1,6,3,18
26,1,7,3,18
34,1,8,3,18
12,1,9,3,18
20,1,10,3,18
13,1,11,3,18
19,1,12,3,18
5,1,13,3,18
0,1,14,3,18
7,1,15,3,18
4,1,16,3,18
83,0,0,1,18
19,0,1,1,18
16,0,2,1,18
35,0,3,1,18
30,0,4,1,18
37,0,5,1,18
29,0,6,1,18
44,0,7,1,18
29,0,8,1,18
26,0,9,1,18
31,0,10,1,18
9,0,11,1,18
15,0,12,1,18
10,0,13,1,18
4,0,14,1,18
2,0,15,1,18
2,0,16,1,18
72,1,0,1,18
16,1,1,1,18
11,1,2,1,18
24,1,3,1,18
28,1,4,1,18
54,1,5,1,18
54,1,6,1,18
68,1,7,1,18
57,1,8,1,18
46,1,9,1,18
32,1,10,1,18
18,1,11,1,18
13,1,12,1,18
8,1,13,1,18
7,1,14,1,18
1,1,15,1,18
7,1,16,1,18
18,0,0,2,18
5,0,1,2,18
7,0,2,2,18
4,0,3,2,18
5,0,4,2,18
7,0,5,2,18
12,0,6,2,18
10,0,7,2,18
15,0,8,2,18
4,0,9,2,18
2,0,10,2,18
3,0,11,2,18
2,0,12,2,18
0,0,13,2,18
1,0,14,2,18
1,0,15,2,18
0,0,16,2,18
25,1,0,2,18
11,1,1,2,18
4,1,2,2,18
5,1,3,2,18
12,1,4,2,18
6,1,5,2,18
8,1,6,2,18
13,1,7,2,18
12,1,8,2,18
6,1,9,2,18
8,1,10,2,18
6,1,11,2,18
2,1,12,2,18
1,1,13,2,18
1,1,14,2,18
1,1,15,2,18
0,1,16,2,18
9,0,0,4,18
3,0,1,4,18
0,0,2,4,18
3,0,3,4,18
3,0,4,4,18
4,0,5,4,18
3,0,6,4,18
8,0,7,4,18
5,0,8,4,18
7,0,9,4,18
3,0,10,4,18
1,0,11,4,18
2,0,12,4,18
4,0,13,4,18
2,0,14,4,18
2,0,15,4,18
0,0,16,4,18
5,1,0,4,18
0,1,1,4,18
0,1,2,4,18
0,1,3,4,18
4,1,4,4,18
5,1,5,4,18
9,1,6,4,18
6,1,7,4,18
4,1,8,4,18
7,1,9,4,18
1,1,10,4,18
1,1,11,4,18
1,1,12,4,18
0,1,13,4,18
2,1,14,4,18
4,1,15,4,18
1,1,16,4,18
9802,0,0,0,19
1331,0,1,0,19
1339,0,2,0,19
3003,0,3,0,19
2920,0,4,0,19
2954,0,5,0,19
3303,0,6,0,19
4109,0,7,0,19
4097,0,8,0,19
3655,0,9,0,19
3336,0,10,0,19
3596,0,11,0,19
3017,0,12,0,19
2321,0,13,0,19
1562,0,14,0,19
1005,0,15,0,19
747,0,16,0,19
9418,1,0,0,19
1281,1,1,0,19
1186,1,2,0,19
3068,1,3,0,19
3022,1,4,0,19
3109,1,5,0,19
3399,1,6,0,19
4100,1,7,0,19
4129,1,8,0,19
3684,1,9,0,19
3335,1,10,0,19
3676,1,11,0,19
3177,1,12,0,19
2400,1,13,0,19
1888,1,14,0,19
1411,1,15,0,19
1574,1,16,0,19
219,0,0,3,19
22,0,1,3,19
16,0,2,3,19
34,0,3,3,19
21,0,4,3,19
17,0,5,3,19
21,0,6,3,19
16,0,7,3,19
20,0,8,3,19
7,0,9,3,19
9,0,10,3,19
5,0,11,3,19
7,0,12,3,19
3,0,13,3,19
1,0,14,3,19
1,0,15,3,19
3,0,16,3,19
208,1,0,3,19
19,1,1,3,19
15,1,2,3,19
34,1,3,3,19
25,1,4,3,19
22,1,5,3,19
27,1,6,3,19
23,1,7,3,19
11,1,8,3,19
10,1,9,3,19
4,1,10,3,19
5,1,11,3,19
6,1,12,3,19
6,1,13,3,19
4,1,14,3,19
3,1,15,3,19
2,1,16,3,19
101,0,0,1,19
8,0,1,1,19
6,0,2,1,19
38,0,3,1,19
31,0,4,1,19
42,0,5,1,19
57,0,6,1,19
38,0,7,1,19
37,0,8,1,19
24,0,9,1,19
20,0,10,1,19
13,0,11,1,19
9,0,12,1,19
10,0,13,1,19
4,0,14,1,19
3,0,15,1,19
0,0,16,1,19
111,1,0,1,19
9,1,1,1,19
11,1,2,1,19
24,1,3,1,19
39,1,4,1,19
47,1,5,1,19
56,1,6,1,19
47,1,7,1,19
40,1,8,1,19
17,1,9,1,19
21,1,10,1,19
23,1,11,1,19
4,1,12,1,19
7,1,13,1,19
4,1,14,1,19
5,1,15,1,19
2,1,16,1,19
24,0,0,2,19
2,0,1,2,19
6,0,2,2,19
7,0,3,2,19
6,0,4,2,19
20,0,5,2,19
13,0,6,2,19
18,0,7,2,19
21,0,8,2,19
14,0,9,2,19
8,0,10,2,19
4,0,11,2,19
3,0,12,2,19
6,0,13,2,19
4,0,14,2,19
0,0,15,2,19
1,0,16,2,19
29,1,0,2,19
1,1,1,2,19
3,1,2,2,19
7,1,3,2,19
11,1,4,2,19
11,1,5,2,19
14,1,6,2,19
12,1,7,2,19
17,1,8,2,19
15,1,9,2,19
10,1,10,2,19
9,1,11,2,19
6,1,12,2,19
2,1,13,2,19
0,1,14,2,19
0,1,15,2,19
0,1,16,2,19
17,0,0,4,19
3,0,1,4,19
2,0,2,4,19
5,0,3,4,19
13,0,4,4,19
12,0,5,4,19
8,0,6,4,19
8,0,7,4,19
9,0,8,4,19
2,0,9,4,19
2,0,10,4,19
0,0,11,4,19
1,0,12,4,19
0,0,13,4,19
0,0,14,4,19
0,0,15,4,19
0,0,16,4,19
16,1,0,4,19
1,1,1,4,19
0,1,2,4,19
4,1,3,4,19
4,1,4,4,19
3,1,5,4,19
9,1,6,4,19
8,1,7,4,19
2,1,8,4,19
1,1,9,4,19
0,1,10,4,19
1,1,11,4,19
2,1,12,4,19
1,1,13,4,19
0,1,14,4,19
0,1,15,4,19
1,1,16,4,19
11395,0,0,0,20
1482,0,1,0,20
1361,0,2,0,20
2845,0,3,0,20
2766,0,4,0,20
2852,0,5,0,20
3341,0,6,0,20
4263,0,7,0,20
4249,0,8,0,20
3507,0,9,0,20
3198,0,10,0,20
3620,0,11,0,20
2895,0,12,0,20
2175,0,13,0,20
1661,0,14,0,20
1112,0,15,0,20
903,0,16,0,20
10933,1,0,0,20
1368,1,1,0,20
1221,1,2,0,20
2893,1,3,0,20
3218,1,4,0,20
3159,1,5,0,20
3520,1,6,0,20
4503,1,7,0,20
4299,1,8,0,20
3629,1,9,0,20
3338,1,10,0,20
3888,1,11,0,20
3178,1,12,0,20
2362,1,13,0,20
1986,1,14,0,20
1592,1,15,0,20
1808,1,16,0,20
388,0,0,3,20
35,0,1,3,20
45,0,2,3,20
56,0,3,3,20
45,0,4,3,20
35,0,5,3,20
42,0,6,3,20
44,0,7,3,20
58,0,8,3,20
18,0,9,3,20
17,0,10,3,20
10,0,11,3,20
9,0,12,3,20
8,0,13,3,20
7,0,14,3,20
7,0,15,3,20
2,0,16,3,20
419,1,0,3,20
49,1,1,3,20
38,1,2,3,20
51,1,3,3,20
55,1,4,3,20
40,1,5,3,20
44,1,6,3,20
38,1,7,3,20
36,1,8,3,20
22,1,9,3,20
14,1,10,3,20
15,1,11,3,20
12,1,12,3,20
8,1,13,3,20
5,1,14,3,20
3,1,15,3,20
7,1,16,3,20
437,0,0,1,20
97,0,1,1,20
93,0,2,1,20
154,0,3,1,20
136,0,4,1,20
131,0,5,1,20
171,0,6,1,20
218,0,7,1,20
215,0,8,1,20
106,0,9,1,20
64,0,10,1,20
46,0,11,1,20
35,0,12,1,20
30,0,13,1,20
11,0,14,1,20
4,0,15,1,20
1,0,16,1,20
445,1,0,1,20
77,1,1,1,20
80,1,2,1,20
164,1,3,1,20
140,1,4,1,20
188,1,5,1,20
258,1,6,1,20
224,1,7,1,20
170,1,8,1,20
92,1,9,1,20
60,1,10,1,20
70,1,11,1,20
34,1,12,1,20
13,1,13,1,20
14,1,14,1,20
6,1,15,1,20
7,1,16,1,20
216,0,0,2,20
22,0,1,2,20
13,0,2,2,20
23,0,3,2,20
22,0,4,2,20
45,0,5,2,20
58,0,6,2,20
74,0,7,2,20
65,0,8,2,20
42,0,9,2,20
21,0,10,2,20
9,0,11,2,20
12,0,12,2,20
2,0,13,2,20
5,0,14,2,20
1,0,15,2,20
3,0,16,2,20
237,1,0,2,20
15,1,1,2,20
15,1,2,2,20
28,1,3,2,20
42,1,4,2,20
60,1,5,2,20
91,1,6,2,20
80,1,7,2,20
69,1,8,2,20
39,1,9,2,20
26,1,10,2,20
12,1,11,2,20
16,1,12,2,20
6,1,13,2,20
3,1,14,2,20
1,1,15,2,20
2,1,16,2,20
34,0,0,4,20
18,0,1,4,20
8,0,2,4,20
20,0,3,4,20
17,0,4,4,20
20,0,5,4,20
16,0,6,4,20
19,0,7,4,20
14,0,8,4,20
9,0,9,4,20
9,0,10,4,20
6,0,11,4,20
2,0,12,4,20
6,0,13,4,20
0,0,14,4,20
1,0,15,4,20
0,0,16,4,20
41,1,0,4,20
1,1,1,4,20
5,1,2,4,20
11,1,3,4,20
29,1,4,4,20
18,1,5,4,20
18,1,6,4,20
20,1,7,4,20
21,1,8,4,20
7,1,9,4,20
2,1,10,4,20
3,1,11,4,20
2,1,12,4,20
4,1,13,4,20
5,1,14,4,20
2,1,15,4,20
0,1,16,4,20
7543,0,0,0,21
1094,0,1,0,21
998,0,2,0,21
2459,0,3,0,21
2455,0,4,0,21
2355,0,5,0,21
2441,0,6,0,21
3095,0,7,0,21
3269,0,8,0,21
2900,0,9,0,21
2379,0,10,0,21
2727,0,11,0,21
2046,0,12,0,21
1554,0,13,0,21
1158,0,14,0,21
706,0,15,0,21
561,0,16,0,21
6991,1,0,0,21
1000,1,1,0,21
1008,1,2,0,21
2655,1,3,0,21
2767,1,4,0,21
2365,1,5,0,21
2552,1,6,0,21
3263,1,7,0,21
3252,1,8,0,21
2736,1,9,0,21
2400,1,10,0,21
2627,1,11,0,21
2172,1,12,0,21
1890,1,13,0,21
1537,1,14,0,21
1070,1,15,0,21
1167,1,16,0,21
422,0,0,3,21
53,0,1,3,21
26,0,2,3,21
63,0,3,3,21
37,0,4,3,21
39,0,5,3,21
41,0,6,3,21
39,0,7,3,21
37,0,8,3,21
29,0,9,3,21
7,0,10,3,21
8,0,11,3,21
4,0,12,3,21
3,0,13,3,21
3,0,14,3,21
2,0,15,3,21
0,0,16,3,21
382,1,0,3,21
42,1,1,3,21
39,1,2,3,21
59,1,3,3,21
49,1,4,3,21
34,1,5,3,21
39,1,6,3,21
51,1,7,3,21
32,1,8,3,21
16,1,9,3,21
5,1,10,3,21
5,1,11,3,21
12,1,12,3,21
5,1,13,3,21
2,1,14,3,21
4,1,15,3,21
1,1,16,3,21
1257,0,0,1,21
139,0,1,1,21
107,0,2,1,21
348,0,3,1,21
415,0,4,1,21
386,0,5,1,21
332,0,6,1,21
308,0,7,1,21
228,0,8,1,21
237,0,9,1,21
218,0,10,1,21
126,0,11,1,21
91,0,12,1,21
86,0,13,1,21
54,0,14,1,21
25,0,15,1,21
21,0,16,1,21
1198,1,0,1,21
141,1,1,1,21
112,1,2,1,21
318,1,3,1,21
439,1,4,1,21
433,1,5,1,21
389,1,6,1,21
267,1,7,1,21
247,1,8,1,21
256,1,9,1,21
182,1,10,1,21
168,1,11,1,21
91,1,12,1,21
89,1,13,1,21
55,1,14,1,21
33,1,15,1,21
22,1,16,1,21
153,0,0,2,21
16,0,1,2,21
23,0,2,2,21
34,0,3,2,21
45,0,4,2,21
56,0,5,2,21
69,0,6,2,21
53,0,7,2,21
36,0,8,2,21
35,0,9,2,21
19,0,10,2,21
7,0,11,2,21
6,0,12,2,21
6,0,13,2,21
2,0,14,2,21
2,0,15,2,21
1,0,16,2,21
146,1,0,2,21
12,1,1,2,21
10,1,2,2,21
34,1,3,2,21
60,1,4,2,21
64,1,5,2,21
62,1,6,2,21
45,1,7,2,21
43,1,8,2,21
22,1,9,2,21
12,1,10,2,21
8,1,11,2,21
7,1,12,2,21
7,1,13,2,21
0,1,14,2,21
1,1,15,2,21
1,1,16,2,21
34,0,0,4,21
4,0,1,4,21
2,0,2,4,21
9,0,3,4,21
14,0,4,4,21
16,0,5,4,21
17,0,6,4,21
9,0,7,4,21
13,0,8,4,21
12,0,9,4,21
4,0,10,4,21
7,0,11,4,21
0,0,12,4,21
1,0,13,4,21
0,0,14,4,21
2,0,15,4,21
1,0,16,4,21
32,1,0,4,21
5,1,1,4,21
1,1,2,4,21
9,1,3,4,21
12,1,4,4,21
8,1,5,4,21
6,1,6,4,21
6,1,7,4,21
6,1,8,4,21
2,1,9,4,21
3,1,10,4,21
0,1,11,4,21
0,1,12,4,21
1,1,13,4,21
0,1,14,4,21
0,1,15,4,21
0,1,16,4,21
8975,0,0,0,22
1179,0,1,0,22
904,0,2,0,22
2311,0,3,0,22
2736,0,4,0,22
3171,0,5,0,22
3394,0,6,0,22
3749,0,7,0,22
3885,0,8,0,22
3343,0,9,0,22
2669,0,10,0,22
